# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1734701	1735831	-							ABO_RS07885	1131		old_locus_tag=ABO_1520
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1734701	1735831	-	WP_011588801.1	WP_011588801.1		beta-ketoacyl-ACP synthase III			ABO_RS07885	1131	376	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1736037	1739987	-					hrpA		ABO_RS07890	3951		old_locus_tag=ABO_1521
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1736037	1739987	-	WP_011588802.1	WP_011588802.1		ATP-dependent RNA helicase HrpA	hrpA		ABO_RS07890	3951	1316	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1740108	1741898	-							ABO_RS07895	1791		old_locus_tag=ABO_1522
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1740108	1741898	-	WP_041704960.1	WP_041704960.1		PDZ domain-containing protein			ABO_RS07895	1791	596	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1742447	1743373	+							ABO_RS07900	927		old_locus_tag=ABO_1523
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1742447	1743373	+	WP_011588804.1	WP_011588804.1		alpha/beta hydrolase			ABO_RS07900	927	308	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1743462	1743749	-							ABO_RS07905	288		old_locus_tag=ABO_1524
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1743462	1743749	-	WP_035460311.1	WP_035460311.1		hypothetical protein			ABO_RS07905	288	95	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1743830	1745905	-							ABO_RS07910	2076		old_locus_tag=ABO_1525
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1743830	1745905	-	WP_232501262.1	WP_232501262.1		transporter substrate-binding domain-containing protein			ABO_RS07910	2076	691	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1746304	1747800	-							ABO_RS07915	1497		old_locus_tag=ABO_1526
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1746304	1747800	-	WP_231483458.1	WP_231483458.1		thrombospondin type 3 repeat-containing protein			ABO_RS07915	1497	498	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1747827	1748915	-							ABO_RS07920	1089		old_locus_tag=ABO_1527
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1747827	1748915	-	WP_011588808.1	WP_011588808.1		OmpA family protein			ABO_RS07920	1089	362	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1749666	1750283	+							ABO_RS07925	618		old_locus_tag=ABO_1528
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1749666	1750283	+	WP_011588809.1	WP_011588809.1		hypothetical protein			ABO_RS07925	618	205	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1750341	1751483	+							ABO_RS07930	1143		old_locus_tag=ABO_1529
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1750341	1751483	+	WP_173425773.1	WP_173425773.1		CoA transferase			ABO_RS07930	1143	380	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1751583	1752209	+					msrA		ABO_RS07935	627		old_locus_tag=ABO_1530
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1751583	1752209	+	WP_011588811.1	WP_011588811.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA		ABO_RS07935	627	208	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1752235	1752660	+					msrB		ABO_RS07940	426		old_locus_tag=ABO_1531
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1752235	1752660	+	WP_011588812.1	WP_011588812.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		ABO_RS07940	426	141	
gene	tRNA	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1753004	1753079	+							ABO_RS07945	76		old_locus_tag=ABO_tRNA_33
tRNA		GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1753004	1753079	+				tRNA-Thr			ABO_RS07945	76		anticodon=CGT
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1753183	1754247	-							ABO_RS07950	1065		old_locus_tag=ABO_1532
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1753183	1754247	-	WP_041705402.1	WP_041705402.1		transporter			ABO_RS07950	1065	354	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1754348	1755415	-							ABO_RS07955	1068		old_locus_tag=ABO_1533
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1754348	1755415	-	WP_011588814.1	WP_011588814.1		AraC family transcriptional regulator			ABO_RS07955	1068	355	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1755628	1756059	+							ABO_RS07960	432		old_locus_tag=ABO_1534
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1755628	1756059	+	WP_011588815.1	WP_011588815.1		SRPBCC domain-containing protein			ABO_RS07960	432	143	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1756148	1758808	+							ABO_RS07965	2661		old_locus_tag=ABO_1535
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1756148	1758808	+	WP_011588816.1	WP_011588816.1		MMPL family transporter			ABO_RS07965	2661	886	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1759063	1760268	+							ABO_RS07970	1206		old_locus_tag=ABO_1536
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1759063	1760268	+	WP_011588817.1	WP_011588817.1		hypothetical protein			ABO_RS07970	1206	401	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1760621	1761340	-							ABO_RS07975	720		old_locus_tag=ABO_1537
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1760621	1761340	-	WP_050731510.1	WP_050731510.1		haloacid dehalogenase type II			ABO_RS07975	720	239	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1761575	1761820	-							ABO_RS07980	246		old_locus_tag=ABO_1538
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1761575	1761820	-	WP_011588819.1	WP_011588819.1		DUF2164 domain-containing protein			ABO_RS07980	246	81	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1761932	1762591	-							ABO_RS07985	660		old_locus_tag=ABO_1539
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1761932	1762591	-	WP_035460301.1	WP_035460301.1		NAD(P)H-dependent oxidoreductase			ABO_RS07985	660	219	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1763260	1764768	-							ABO_RS07990	1509		old_locus_tag=ABO_1540
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1763260	1764768	-	WP_011588821.1	WP_011588821.1		fumarate hydratase			ABO_RS07990	1509	502	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1764895	1765770	-							ABO_RS07995	876		old_locus_tag=ABO_1541
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1764895	1765770	-	WP_035460300.1	WP_035460300.1		alpha/beta hydrolase			ABO_RS07995	876	291	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1765770	1766048	-							ABO_RS08000	279		old_locus_tag=ABO_1542
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1765770	1766048	-	WP_011588823.1	WP_011588823.1		acylphosphatase			ABO_RS08000	279	92	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1766063	1767352	-							ABO_RS08005	1290		old_locus_tag=ABO_1543
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1766063	1767352	-	WP_041704962.1	WP_041704962.1		YihY family inner membrane protein			ABO_RS08005	1290	429	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1767444	1767797	+					arsC		ABO_RS08010	354		old_locus_tag=ABO_1544
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1767444	1767797	+	WP_011588825.1	WP_011588825.1		arsenate reductase (glutaredoxin)	arsC		ABO_RS08010	354	117	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1767805	1768398	+					wrbA		ABO_RS08015	594		old_locus_tag=ABO_1545
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1767805	1768398	+	WP_011588826.1	WP_011588826.1		NAD(P)H:quinone oxidoreductase	wrbA		ABO_RS08015	594	197	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1768398	1768742	+							ABO_RS08020	345		old_locus_tag=ABO_1546
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1768398	1768742	+	WP_011588827.1	WP_011588827.1		DUF2069 domain-containing protein			ABO_RS08020	345	114	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1768732	1769412	+							ABO_RS08025	681		old_locus_tag=ABO_1547
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1768732	1769412	+	WP_011588828.1	WP_011588828.1		RDD family protein			ABO_RS08025	681	226	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1769409	1770392	+							ABO_RS08030	984		old_locus_tag=ABO_1548
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1769409	1770392	+	WP_011588829.1	WP_011588829.1		stage II sporulation protein M			ABO_RS08030	984	327	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1770373	1771884	+							ABO_RS08035	1512		old_locus_tag=ABO_1549
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1770373	1771884	+	WP_011588830.1	WP_011588830.1		DUF4129 domain-containing protein			ABO_RS08035	1512	503	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1771877	1773202	+							ABO_RS08040	1326		old_locus_tag=ABO_1550
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1771877	1773202	+	WP_011588831.1	WP_011588831.1		DUF4350 domain-containing protein			ABO_RS08040	1326	441	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1773273	1774244	+							ABO_RS08045	972		old_locus_tag=ABO_1551
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1773273	1774244	+	WP_011588832.1	WP_011588832.1		MoxR family ATPase			ABO_RS08045	972	323	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1774241	1775548	+							ABO_RS08050	1308		old_locus_tag=ABO_1552
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1774241	1775548	+	WP_011588833.1	WP_011588833.1		DUF58 domain-containing protein			ABO_RS08050	1308	435	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1775561	1776148	-							ABO_RS08055	588		old_locus_tag=ABO_1553
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1775561	1776148	-	WP_231483456.1	WP_231483456.1		elongation factor P hydroxylase			ABO_RS08055	588	195	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1776184	1777566	+							ABO_RS08060	1383		old_locus_tag=ABO_1554
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1776184	1777566	+	WP_011588835.1	WP_011588835.1		MATE family efflux transporter			ABO_RS08060	1383	460	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1777695	1777961	+							ABO_RS08065	267		old_locus_tag=ABO_1555
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1777695	1777961	+	WP_035460288.1	WP_035460288.1		DUF3649 domain-containing protein			ABO_RS08065	267	88	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1777958	1779580	+							ABO_RS08070	1623		old_locus_tag=ABO_1556
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1777958	1779580	+	WP_011588837.1	WP_011588837.1		PepSY domain-containing protein			ABO_RS08070	1623	540	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1779577	1779927	+							ABO_RS08075	351		old_locus_tag=ABO_1557
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1779577	1779927	+	WP_011588838.1	WP_011588838.1		DUF3325 domain-containing protein			ABO_RS08075	351	116	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1779924	1780412	-							ABO_RS08080	489		old_locus_tag=ABO_1558
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1779924	1780412	-	WP_011588839.1	WP_011588839.1		gamma-glutamylcyclotransferase			ABO_RS08080	489	162	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1780839	1781525	+							ABO_RS08085	687		old_locus_tag=ABO_1559
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1780839	1781525	+	WP_011588840.1	WP_011588840.1		hypothetical protein			ABO_RS08085	687	228	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1781599	1781838	-					tusA		ABO_RS08090	240		old_locus_tag=ABO_1560
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1781599	1781838	-	WP_011588841.1	WP_011588841.1		sulfurtransferase TusA	tusA		ABO_RS08090	240	79	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1781838	1783097	-							ABO_RS08095	1260		old_locus_tag=ABO_1561
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1781838	1783097	-	WP_011588842.1	WP_011588842.1		MFS transporter			ABO_RS08095	1260	419	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1783100	1784161	-					rlmM		ABO_RS08100	1062		old_locus_tag=ABO_1562
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1783100	1784161	-	WP_011588843.1	WP_011588843.1		23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	rlmM		ABO_RS08100	1062	353	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1784503	1785375	-					purU		ABO_RS08105	873		old_locus_tag=ABO_1563
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1784503	1785375	-	WP_011588844.1	WP_011588844.1		formyltetrahydrofolate deformylase	purU		ABO_RS08105	873	290	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1785423	1786442	-							ABO_RS08110	1020		old_locus_tag=ABO_1564
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1785423	1786442	-	WP_011588845.1	WP_011588845.1		AraC family transcriptional regulator			ABO_RS08110	1020	339	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1786693	1787085	+							ABO_RS08115	393		old_locus_tag=ABO_1565
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1786693	1787085	+	WP_035460282.1	WP_035460282.1		response regulator			ABO_RS08115	393	130	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1787227	1789392	-							ABO_RS08120	2166		old_locus_tag=ABO_1566
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1787227	1789392	-	WP_011588847.1	WP_011588847.1		3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein			ABO_RS08120	2166	721	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1789422	1790633	-							ABO_RS08125	1212		old_locus_tag=ABO_1567
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1789422	1790633	-	WP_011588848.1	WP_011588848.1		acetyl-CoA C-acetyltransferase			ABO_RS08125	1212	403	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1790878	1791633	+							ABO_RS08130	756		old_locus_tag=ABO_1568
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1790878	1791633	+	WP_011588849.1	WP_011588849.1		glutathione S-transferase N-terminal domain-containing protein			ABO_RS08130	756	251	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1791803	1791961	+							ABO_RS14455	159		
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1791803	1791961	+	WP_155849252.1	WP_155849252.1		hypothetical protein			ABO_RS14455	159	52	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1792069	1792266	-							ABO_RS08135	198		
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1792069	1792266	-	WP_035460280.1	WP_035460280.1		hypothetical protein			ABO_RS08135	198	65	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1792484	1793074	+					smrA		ABO_RS08140	591		old_locus_tag=ABO_1569
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1792484	1793074	+	WP_011588850.1	WP_011588850.1		DNA endonuclease SmrA	smrA		ABO_RS08140	591	196	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1793210	1794607	-					sthA		ABO_RS08145	1398		old_locus_tag=ABO_1570
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1793210	1794607	-	WP_011588851.1	WP_011588851.1		Si-specific NAD(P)(+) transhydrogenase	sthA		ABO_RS08145	1398	465	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1794933	1795622	-					hda		ABO_RS08150	690		old_locus_tag=ABO_1571
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1794933	1795622	-	WP_035460277.1	WP_035460277.1		DnaA regulatory inactivator Hda	hda		ABO_RS08150	690	229	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1795627	1796637	-							ABO_RS08155	1011		old_locus_tag=ABO_1572
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1795627	1796637	-	WP_041704963.1	WP_041704963.1		DUF2066 domain-containing protein			ABO_RS08155	1011	336	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1796855	1797898	+					purM		ABO_RS08160	1044		old_locus_tag=ABO_1573
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1796855	1797898	+	WP_011588854.1	WP_011588854.1		phosphoribosylformylglycinamidine cyclo-ligase	purM		ABO_RS08160	1044	347	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1797895	1798536	+					purN		ABO_RS08165	642		old_locus_tag=ABO_1574
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1797895	1798536	+	WP_011588855.1	WP_011588855.1		phosphoribosylglycinamide formyltransferase	purN		ABO_RS08165	642	213	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1798496	1799233	+							ABO_RS08170	738		old_locus_tag=ABO_1575
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1798496	1799233	+	WP_011588856.1	WP_011588856.1		DUF3108 domain-containing protein			ABO_RS08170	738	245	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1799236	1799955	+							ABO_RS08175	720		old_locus_tag=ABO_1576
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1799236	1799955	+	WP_011588857.1	WP_011588857.1		DUF3108 domain-containing protein			ABO_RS08175	720	239	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1799952	1800521	-					dcd		ABO_RS08180	570		old_locus_tag=ABO_1577
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1799952	1800521	-	WP_011588858.1	WP_011588858.1		dCTP deaminase	dcd		ABO_RS08180	570	189	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1800718	1801803	-					apbC		ABO_RS08185	1086		old_locus_tag=ABO_1578
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1800718	1801803	-	WP_167521330.1	WP_167521330.1		iron-sulfur cluster carrier protein ApbC	apbC		ABO_RS08185	1086	361	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1802004	1802699	+							ABO_RS08190	696		old_locus_tag=ABO_1579
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1802004	1802699	+	WP_011588860.1	WP_011588860.1		SIMPL domain-containing protein			ABO_RS08190	696	231	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1802712	1803749	+							ABO_RS08195	1038		old_locus_tag=ABO_1580
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1802712	1803749	+	WP_011588861.1	WP_011588861.1		AraC family transcriptional regulator			ABO_RS08195	1038	345	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1803868	1805337	+							ABO_RS08200	1470		old_locus_tag=ABO_1581
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1803868	1805337	+	WP_011588862.1	WP_011588862.1		DUF3336 domain-containing protein			ABO_RS08200	1470	489	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1805602	1806888	-					umuC		ABO_RS08205	1287		old_locus_tag=ABO_1582
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1805602	1806888	-	WP_011588863.1	WP_011588863.1		translesion error-prone DNA polymerase V subunit UmuC	umuC		ABO_RS08205	1287	428	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1806894	1807304	-					umuD		ABO_RS08210	411		old_locus_tag=ABO_1583
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1806894	1807304	-	WP_046961916.1	WP_046961916.1		translesion error-prone DNA polymerase V autoproteolytic subunit	umuD		ABO_RS08210	411	136	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1807503	1807799	+							ABO_RS08215	297		old_locus_tag=ABO_1584
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1807503	1807799	+	WP_011588865.1	WP_011588865.1		hypothetical protein			ABO_RS08215	297	98	
gene	tRNA	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1807899	1807972	-							ABO_RS08220	74		old_locus_tag=ABO_tRNA_34
tRNA		GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1807899	1807972	-				tRNA-Gly			ABO_RS08220	74		anticodon=CCC
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1808166	1809149	+							ABO_RS08225	984		old_locus_tag=ABO_1585
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1808166	1809149	+	WP_011588866.1	WP_011588866.1		NAD-dependent epimerase/dehydratase family protein			ABO_RS08225	984	327	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1809166	1810143	-							ABO_RS08230	978		old_locus_tag=ABO_1586
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1809166	1810143	-	WP_011588867.1	WP_011588867.1		methyltransferase			ABO_RS08230	978	325	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1810338	1812281	+							ABO_RS08235	1944		old_locus_tag=ABO_1587
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1810338	1812281	+	WP_011588868.1	WP_011588868.1		transglycosylase SLT domain-containing protein			ABO_RS08235	1944	647	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1812295	1813041	-							ABO_RS08240	747		old_locus_tag=ABO_1588
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1812295	1813041	-	WP_011588869.1	WP_011588869.1		hypothetical protein			ABO_RS08240	747	248	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1813045	1815978	-							ABO_RS08245	2934		old_locus_tag=ABO_1589
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1813045	1815978	-	WP_011588870.1	WP_011588870.1		DUF748 domain-containing protein			ABO_RS08245	2934	977	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1816109	1816576	+							ABO_RS08250	468		old_locus_tag=ABO_1590
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1816109	1816576	+	WP_011588871.1	WP_011588871.1		DUF4442 domain-containing protein			ABO_RS08250	468	155	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1816698	1817384	-							ABO_RS08255	687		old_locus_tag=ABO_1591
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1816698	1817384	-	WP_011588872.1	WP_011588872.1		dienelactone hydrolase family protein			ABO_RS08255	687	228	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1817400	1818017	-							ABO_RS08260	618		old_locus_tag=ABO_1592
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1817400	1818017	-	WP_011588873.1	WP_011588873.1		TetR family transcriptional regulator			ABO_RS08260	618	205	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1818433	1819476	-							ABO_RS08270	1044		old_locus_tag=ABO_1594
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1818433	1819476	-	WP_041704964.1	WP_041704964.1		PA0069 family radical SAM protein			ABO_RS08270	1044	347	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1819568	1824409	-							ABO_RS08275	4842		old_locus_tag=ABO_1595
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1819568	1824409	-	WP_011588876.1	WP_011588876.1		NAD-glutamate dehydrogenase			ABO_RS08275	4842	1613	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	1824759	1825073	-							ABO_RS08280	315		old_locus_tag=ABO_1596
