# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1865428	1866273	-	WP_008735982.1	WP_008735982.1		metal-dependent hydrolase			S7S_RS08400	846	281	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1866415	1867461	+							S7S_RS08405	1047		old_locus_tag=S7S_08375
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1866415	1867461	+	WP_169745555.1	WP_169745555.1		AraC family transcriptional regulator			S7S_RS08405	1047	348	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1867563	1870478	-					rne		S7S_RS08410	2916		old_locus_tag=S7S_08380
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1867563	1870478	-	WP_008735986.1	WP_008735986.1		ribonuclease E	rne		S7S_RS08410	2916	971	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1871201	1872334	+							S7S_RS08420	1134		old_locus_tag=S7S_08385
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1871201	1872334	+	WP_008735988.1	WP_008735988.1		RluA family pseudouridine synthase			S7S_RS08420	1134	377	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1872331	1873050	+							S7S_RS08425	720		old_locus_tag=S7S_08390
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1872331	1873050	+	WP_008735991.1	WP_008735991.1		HAD-IA family hydrolase			S7S_RS08425	720	239	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1873031	1874023	+							S7S_RS08430	993		old_locus_tag=S7S_08395
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1873031	1874023	+	WP_008735993.1	WP_008735993.1		S49 family peptidase			S7S_RS08430	993	330	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1874091	1875014	+							S7S_RS08435	924		old_locus_tag=S7S_08400
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1874091	1875014	+	WP_193786230.1	WP_193786230.1		N-acetylmuramoyl-L-alanine amidase			S7S_RS08435	924	307	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1875027	1875629	-							S7S_RS08440	603		old_locus_tag=S7S_08405
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1875027	1875629	-	WP_008735998.1	WP_008735998.1		Maf-like protein			S7S_RS08440	603	200	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1875778	1876317	+							S7S_RS08445	540		old_locus_tag=S7S_08410
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1875778	1876317	+	WP_008736001.1	WP_008736001.1		YceD family protein			S7S_RS08445	540	179	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1876336	1876530	+					rpmF		S7S_RS08450	195		old_locus_tag=S7S_08415
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1876336	1876530	+	WP_008736003.1	WP_008736003.1		50S ribosomal protein L32	rpmF		S7S_RS08450	195	64	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1876672	1877694	+					plsX		S7S_RS08455	1023		old_locus_tag=S7S_08420
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1876672	1877694	+	WP_008736005.1	WP_008736005.1		phosphate acyltransferase PlsX	plsX		S7S_RS08455	1023	340	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1877777	1878706	+					fabD		S7S_RS08460	930		old_locus_tag=S7S_08425
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1877777	1878706	+	WP_008736007.1	WP_008736007.1		ACP S-malonyltransferase	fabD		S7S_RS08460	930	309	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1878722	1879468	+					fabG		S7S_RS08465	747		old_locus_tag=S7S_08430
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1878722	1879468	+	WP_041025968.1	WP_041025968.1		3-oxoacyl-ACP reductase FabG	fabG		S7S_RS08465	747	248	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1879631	1879864	+					acpP		S7S_RS08470	234		old_locus_tag=S7S_08435
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1879631	1879864	+	WP_008736011.1	WP_008736011.1		acyl carrier protein	acpP		S7S_RS08470	234	77	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1880070	1881308	+					fabF		S7S_RS08475	1239		old_locus_tag=S7S_08440
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1880070	1881308	+	WP_008736012.1	WP_008736012.1		beta-ketoacyl-ACP synthase II	fabF		S7S_RS08475	1239	412	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1881312	1882127	+					pabC		S7S_RS08480	816		old_locus_tag=S7S_08445
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1881312	1882127	+	WP_041025969.1	WP_041025969.1		aminodeoxychorismate lyase	pabC		S7S_RS08480	816	271	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1882124	1883206	+					mltG		S7S_RS08485	1083		old_locus_tag=S7S_08450
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1882124	1883206	+	WP_008736018.1	WP_008736018.1		endolytic transglycosylase MltG	mltG		S7S_RS08485	1083	360	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1883203	1883856	+					tmk		S7S_RS08490	654		old_locus_tag=S7S_08455
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1883203	1883856	+	WP_008736019.1	WP_008736019.1		dTMP kinase	tmk		S7S_RS08490	654	217	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1883853	1884863	+							S7S_RS08495	1011		old_locus_tag=S7S_08460
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1883853	1884863	+	WP_238582953.1	WP_238582953.1		DNA polymerase III subunit delta'			S7S_RS08495	1011	336	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1885054	1885401	+							S7S_RS08500	348		old_locus_tag=S7S_08465
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1885054	1885401	+	WP_008736021.1	WP_008736021.1		PilZ domain-containing protein			S7S_RS08500	348	115	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1885415	1886227	+							S7S_RS08505	813		old_locus_tag=S7S_08470
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1885415	1886227	+	WP_008736023.1	WP_008736023.1		TatD family hydrolase			S7S_RS08505	813	270	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1886224	1887567	+					rmuC		S7S_RS08510	1344		old_locus_tag=S7S_08475
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1886224	1887567	+	WP_008736025.1	WP_008736025.1		DNA recombination protein RmuC	rmuC		S7S_RS08510	1344	447	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1887757	1889397	+							S7S_RS08515	1641		old_locus_tag=S7S_08480
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1887757	1889397	+	WP_008736028.1	WP_008736028.1		serine protease			S7S_RS08515	1641	546	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1889406	1890266	-							S7S_RS08520	861		old_locus_tag=S7S_08485
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1889406	1890266	-	WP_008736031.1	WP_008736031.1		hypothetical protein			S7S_RS08520	861	286	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1890273	1891439	-							S7S_RS08525	1167		old_locus_tag=S7S_08490
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1890273	1891439	-	WP_008736032.1	WP_008736032.1		aminotransferase class V-fold PLP-dependent enzyme			S7S_RS08525	1167	388	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1891749	1892381	+							S7S_RS08530	633		old_locus_tag=S7S_08495
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1891749	1892381	+	WP_008736034.1	WP_008736034.1		TetR/AcrR family transcriptional regulator			S7S_RS08530	633	210	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1892378	1892944	+							S7S_RS08535	567		old_locus_tag=S7S_08500
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1892378	1892944	+	WP_008736036.1	WP_008736036.1		DUF1285 domain-containing protein			S7S_RS08535	567	188	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1892981	1893985	+							S7S_RS08540	1005		old_locus_tag=S7S_08505
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1892981	1893985	+	WP_008736039.1	WP_008736039.1		alpha/beta hydrolase			S7S_RS08540	1005	334	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1894090	1894962	+							S7S_RS08545	873		old_locus_tag=S7S_08510
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1894090	1894962	+	WP_008736041.1	WP_008736041.1		redoxin domain-containing protein			S7S_RS08545	873	290	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1894999	1896072	-							S7S_RS08550	1074		old_locus_tag=S7S_08515
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1894999	1896072	-	WP_008736043.1	WP_008736043.1		3-deoxy-7-phosphoheptulonate synthase			S7S_RS08550	1074	357	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1896157	1896879	-					cobB		S7S_RS08555	723		old_locus_tag=S7S_08520
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1896157	1896879	-	WP_008736045.1	WP_008736045.1		NAD-dependent protein deacylase	cobB		S7S_RS08555	723	240	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1896909	1897283	+							S7S_RS08560	375		old_locus_tag=S7S_08525
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1896909	1897283	+	WP_008736048.1	WP_008736048.1		hypothetical protein			S7S_RS08560	375	124	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1897299	1898843	+							S7S_RS08565	1545		old_locus_tag=S7S_08530
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1897299	1898843	+	WP_008736049.1	WP_008736049.1		bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein			S7S_RS08565	1545	514	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1899143	1899421	+							S7S_RS08570	279		old_locus_tag=S7S_08535
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1899143	1899421	+	WP_035204193.1	WP_035204193.1		type II toxin-antitoxin system RelE/ParE family toxin			S7S_RS08570	279	92	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1899436	1899732	+							S7S_RS08575	297		old_locus_tag=S7S_08540
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1899436	1899732	+	WP_008736053.1	WP_008736053.1		HigA family addiction module antitoxin			S7S_RS08575	297	98	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1899918	1901570	-							S7S_RS08580	1653		old_locus_tag=S7S_08545
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1899918	1901570	-	WP_008736054.1	WP_008736054.1		electron transfer flavoprotein-ubiquinone oxidoreductase			S7S_RS08580	1653	550	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1902000	1902749	+							S7S_RS08585	750		old_locus_tag=S7S_08550
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1902000	1902749	+	WP_008736056.1	WP_008736056.1		electron transfer flavoprotein subunit beta/FixA family protein			S7S_RS08585	750	249	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1902749	1903678	+							S7S_RS08590	930		old_locus_tag=S7S_08555
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1902749	1903678	+	WP_008736058.1	WP_008736058.1		FAD-binding protein			S7S_RS08590	930	309	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1904340	1905923	+							S7S_RS08595	1584		old_locus_tag=S7S_08560
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1904340	1905923	+	WP_144401623.1	WP_144401623.1		RNA-directed DNA polymerase			S7S_RS08595	1584	527	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1906002	1906577	+							S7S_RS08600	576		old_locus_tag=S7S_08565
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1906002	1906577	+	WP_008736062.1	WP_008736062.1		poly-gamma-glutamate hydrolase family protein			S7S_RS08600	576	191	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1907184	1908764	-							S7S_RS08605	1581		old_locus_tag=S7S_08570
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1907184	1908764	-	WP_041025833.1	WP_041025833.1		IS66 family transposase			S7S_RS08605	1581	526	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1908848	1909183	-					tnpB		S7S_RS08610	336		old_locus_tag=S7S_08575
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1908848	1909183	-	WP_041025834.1	WP_041025834.1		IS66 family insertion sequence element accessory protein TnpB	tnpB		S7S_RS08610	336	111	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1909180	1909518	-							S7S_RS08615	339		old_locus_tag=S7S_08580
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1909180	1909518	-	WP_082027590.1	WP_082027590.1		transposase			S7S_RS08615	339	112	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1909656	1912034	+							S7S_RS19250	2379		
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1909656	1912034	+	WP_035204841.1	WP_035204841.1		AAA family ATPase			S7S_RS19250	2379	792	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1912224	1912595	+							S7S_RS19580	372		
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1912224	1912595	+	WP_144401624.1	WP_144401624.1		hypothetical protein			S7S_RS19580	372	123	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1912850	1913308	+							S7S_RS08625	459		old_locus_tag=S7S_08590
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1912850	1913308	+	WP_008737510.1	WP_008737510.1		NfeD family protein			S7S_RS08625	459	152	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1913384	1914304	+							S7S_RS08630	921		old_locus_tag=S7S_08595
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1913384	1914304	+	WP_008737512.1	WP_008737512.1		paraslipin			S7S_RS08630	921	306	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1914517	1915167	+							S7S_RS08635	651		old_locus_tag=S7S_08600
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1914517	1915167	+	WP_238582954.1	WP_238582954.1		hypothetical protein			S7S_RS08635	651	216	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1915164	1916702	+							S7S_RS08640	1539		old_locus_tag=S7S_08605
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1915164	1916702	+	WP_008737514.1	WP_008737514.1		GMC family oxidoreductase			S7S_RS08640	1539	512	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1916819	1917418	+							S7S_RS08645	600		old_locus_tag=S7S_08610
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1916819	1917418	+	WP_144401625.1	WP_144401625.1		transcriptional initiation protein Tat			S7S_RS08645	600	199	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1917433	1919040	+							S7S_RS08650	1608		old_locus_tag=S7S_08615
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1917433	1919040	+	WP_008737516.1	WP_008737516.1		GMC family oxidoreductase			S7S_RS08650	1608	535	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1919077	1920363	-							S7S_RS08655	1287		old_locus_tag=S7S_08620
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1919077	1920363	-	WP_008737517.1	WP_008737517.1		hypothetical protein			S7S_RS08655	1287	428	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1920503	1922449	-							S7S_RS08660	1947		old_locus_tag=S7S_08625
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1920503	1922449	-	WP_008737521.1	WP_008737521.1		acetoacetate--CoA ligase			S7S_RS08660	1947	648	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1922446	1924422	-							S7S_RS08665	1977		old_locus_tag=S7S_08630
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1922446	1924422	-	WP_008737523.1	WP_008737523.1		acetyl-CoA carboxylase biotin carboxylase subunit			S7S_RS08665	1977	658	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1924441	1925217	-							S7S_RS08670	777		old_locus_tag=S7S_08635
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1924441	1925217	-	WP_008737525.1	WP_008737525.1		enoyl-CoA hydratase-related protein			S7S_RS08670	777	258	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1925230	1926837	-							S7S_RS08675	1608		old_locus_tag=S7S_08640
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1925230	1926837	-	WP_041025971.1	WP_041025971.1		methylcrotonoyl-CoA carboxylase			S7S_RS08675	1608	535	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1926855	1928021	-							S7S_RS08680	1167		old_locus_tag=S7S_08645
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1926855	1928021	-	WP_008737528.1	WP_008737528.1		isovaleryl-CoA dehydrogenase			S7S_RS08680	1167	388	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1928046	1928471	-							S7S_RS08685	426		old_locus_tag=S7S_08650
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1928046	1928471	-	WP_008737530.1	WP_008737530.1		MerR family DNA-binding transcriptional regulator			S7S_RS08685	426	141	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1928714	1931011	+							S7S_RS08690	2298		old_locus_tag=S7S_08655
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1928714	1931011	+	WP_008737531.1	WP_008737531.1		response regulator			S7S_RS08690	2298	765	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1931008	1931676	+							S7S_RS08695	669		old_locus_tag=S7S_08660
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1931008	1931676	+	WP_008737533.1	WP_008737533.1		NAD(P)H-binding protein			S7S_RS08695	669	222	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1931731	1932213	+					rraA		S7S_RS08700	483		old_locus_tag=S7S_08665
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1931731	1932213	+	WP_008737536.1	WP_008737536.1		ribonuclease E activity regulator RraA	rraA		S7S_RS08700	483	160	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1932280	1932825	-							S7S_RS08705	546		old_locus_tag=S7S_08670
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1932280	1932825	-	WP_008737538.1	WP_008737538.1		DUF805 domain-containing protein			S7S_RS08705	546	181	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1933161	1933430	+							S7S_RS08710	270		old_locus_tag=S7S_08675
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1933161	1933430	+	WP_144401626.1	WP_144401626.1		hypothetical protein			S7S_RS08710	270	89	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1933500	1934795	+							S7S_RS08715	1296		old_locus_tag=S7S_08680
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1933500	1934795	+	WP_008737542.1	WP_008737542.1		TolC family protein			S7S_RS08715	1296	431	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1934785	1936266	+							S7S_RS08720	1482		old_locus_tag=S7S_08685
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1934785	1936266	+	WP_008737545.1	WP_008737545.1		efflux RND transporter periplasmic adaptor subunit			S7S_RS08720	1482	493	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1936263	1939391	+							S7S_RS08725	3129		old_locus_tag=S7S_08690
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1936263	1939391	+	WP_041025972.1	WP_041025972.1		efflux RND transporter permease subunit			S7S_RS08725	3129	1042	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1939477	1940457	-							S7S_RS08730	981		old_locus_tag=S7S_08695
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1939477	1940457	-	WP_008737549.1	WP_008737549.1		malate dehydrogenase			S7S_RS08730	981	326	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1940630	1941775	+							S7S_RS08735	1146		old_locus_tag=S7S_08700
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1940630	1941775	+	WP_052269231.1	WP_052269231.1		NAD(P)/FAD-dependent oxidoreductase			S7S_RS08735	1146	381	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1941708	1942772	-							S7S_RS08740	1065		old_locus_tag=S7S_08705
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1941708	1942772	-	WP_008737555.1	WP_008737555.1		AraC family transcriptional regulator			S7S_RS08740	1065	354	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1942922	1943296	-							S7S_RS08745	375		old_locus_tag=S7S_08710
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1942922	1943296	-	WP_008737556.1	WP_008737556.1		hypothetical protein			S7S_RS08745	375	124	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1943482	1945029	+							S7S_RS08750	1548		old_locus_tag=S7S_08715
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1943482	1945029	+	WP_008737557.1	WP_008737557.1		carboxylesterase family protein			S7S_RS08750	1548	515	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1945057	1945374	+							S7S_RS08755	318		old_locus_tag=S7S_08720
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1945057	1945374	+	WP_008737560.1	WP_008737560.1		BolA family transcriptional regulator			S7S_RS08755	318	105	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1945416	1946354	+							S7S_RS08760	939		old_locus_tag=S7S_08725
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1945416	1946354	+	WP_008737562.1	WP_008737562.1		rhodanese-related sulfurtransferase			S7S_RS08760	939	312	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1946457	1947761	+							S7S_RS08765	1305		old_locus_tag=S7S_08730
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1946457	1947761	+	WP_008737564.1	WP_008737564.1		nitrate regulatory protein			S7S_RS08765	1305	434	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1947828	1949567	-							S7S_RS08770	1740		old_locus_tag=S7S_08735
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1947828	1949567	-	WP_035204849.1	WP_035204849.1		protein kinase			S7S_RS08770	1740	579	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1949661	1950473	-							S7S_RS08775	813		old_locus_tag=S7S_08740
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1949661	1950473	-	WP_008737570.1	WP_008737570.1		formate/nitrite transporter family protein			S7S_RS08775	813	270	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1950815	1952479	-							S7S_RS08780	1665		old_locus_tag=S7S_08745
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1950815	1952479	-	WP_008737573.1	WP_008737573.1		bifunctional protein-serine/threonine kinase/phosphatase			S7S_RS08780	1665	554	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	1952479	1953954	-							S7S_RS08785	1476		old_locus_tag=S7S_08750
